message,label,type
please respond! Someone paramedic at the church this holiday.,urgent,medical emergency
emergency! Someone ambulance at the restaurant this weekend.,urgent,medical emergency
please respond! Someone injured at the office this holiday.,urgent,medical emergency
emergency! Someone collapse at the restaurant this rush hour.,urgent,medical emergency
help! Someone ambulance at the market this rush hour.,urgent,medical emergency
emergency! Someone paramedic at the apartment this weekend.,urgent,medical emergency
please respond! Someone injured at the plaza this evening.,urgent,medical emergency
emergency! Someone doctor at the office this evening.,urgent,medical emergency
emergency! Someone unconscious at the gym this rush hour.,urgent,medical emergency
ASAP! Someone ambulance at the market this afternoon.,urgent,medical emergency
please respond! Someone unconscious at the school this night.,urgent,medical emergency
please respond! Someone paramedic at the apartment this weekend.,urgent,medical emergency
urgent! Someone injured at the apartment this rush hour.,urgent,medical emergency
please respond! Someone doctor at the mall this morning.,urgent,medical emergency
please respond! Someone injured at the school this rush hour.,urgent,medical emergency
urgent! Someone paramedic at the church this afternoon.,urgent,medical emergency
help! Someone injured at the restaurant this holiday.,urgent,medical emergency
urgent! Someone ambulance at the church this evening.,urgent,medical emergency
please respond! Someone unconscious at the school this evening.,urgent,medical emergency
emergency! Someone doctor at the highway this rush hour.,urgent,medical emergency
please respond! Someone paramedic at the apartment this morning.,urgent,medical emergency
ASAP! Someone unconscious at the gym this evening.,urgent,medical emergency
urgent! Someone doctor at the factory this evening.,urgent,medical emergency
help! Someone collapse at the hospital this weekend.,urgent,medical emergency
immediately! Someone ambulance at the hospital this holiday.,urgent,medical emergency
urgent! Someone paramedic at the highway this morning.,urgent,medical emergency
urgent! Someone unconscious at the gym this holiday.,urgent,medical emergency
urgent! Someone doctor at the restaurant this afternoon.,urgent,medical emergency
help! Someone unconscious at the highway this evening.,urgent,medical emergency
emergency! Someone collapse at the gym this weekend.,urgent,medical emergency
urgent! Someone ambulance at the office this afternoon.,urgent,medical emergency
please respond! Someone paramedic at the hospital this afternoon.,urgent,medical emergency
emergency! Someone unconscious at the highway this morning.,urgent,medical emergency
ASAP! Someone injured at the highway this night.,urgent,medical emergency
ASAP! Someone unconscious at the school this holiday.,urgent,medical emergency
please respond! Someone doctor at the hospital this weekend.,urgent,medical emergency
help! Someone injured at the mall this afternoon.,urgent,medical emergency
please respond! Someone unconscious at the plaza this evening.,urgent,medical emergency
emergency! Someone unconscious at the market this morning.,urgent,medical emergency
emergency! Someone injured at the mall this night.,urgent,medical emergency
help! Someone injured at the church this holiday.,urgent,medical emergency
help! Someone collapse at the highway this rush hour.,urgent,medical emergency
help! Someone ambulance at the highway this rush hour.,urgent,medical emergency
emergency! Someone collapse at the plaza this rush hour.,urgent,medical emergency
immediately! Someone collapse at the plaza this weekend.,urgent,medical emergency
please respond! Someone ambulance at the gym this night.,urgent,medical emergency
emergency! Someone collapse at the market this weekend.,urgent,medical emergency
immediately! Someone collapse at the mall this afternoon.,urgent,medical emergency
urgent! Someone unconscious at the restaurant this night.,urgent,medical emergency
emergency! Someone collapse at the apartment this night.,urgent,medical emergency
help! There is flames near the market during the night.,urgent,fire
help! There is burning near the school during the weekend.,urgent,fire
emergency! There is spark near the market during the holiday.,urgent,fire
urgent! There is fire near the school during the holiday.,urgent,fire
ASAP! There is fire near the school during the evening.,urgent,fire
immediately! There is burning near the factory during the weekend.,urgent,fire
please respond! There is blaze near the highway during the afternoon.,urgent,fire
please respond! There is flames near the hospital during the weekend.,urgent,fire
help! There is smoke near the highway during the morning.,urgent,fire
immediately! There is burning near the plaza during the afternoon.,urgent,fire
emergency! There is flames near the market during the weekend.,urgent,fire
please respond! There is burning near the factory during the holiday.,urgent,fire
emergency! There is blaze near the office during the afternoon.,urgent,fire
please respond! There is fire near the factory during the afternoon.,urgent,fire
emergency! There is burning near the apartment during the holiday.,urgent,fire
please respond! There is blaze near the hospital during the rush hour.,urgent,fire
immediately! There is fire near the plaza during the afternoon.,urgent,fire
immediately! There is burning near the plaza during the night.,urgent,fire
ASAP! There is fire near the apartment during the morning.,urgent,fire
emergency! There is blaze near the restaurant during the weekend.,urgent,fire
ASAP! There is fire near the restaurant during the night.,urgent,fire
emergency! There is flames near the mall during the weekend.,urgent,fire
help! There is fire near the hospital during the weekend.,urgent,fire
urgent! There is spark near the apartment during the evening.,urgent,fire
urgent! There is flames near the highway during the afternoon.,urgent,fire
help! There is burning near the gym during the weekend.,urgent,fire
urgent! There is fire near the gym during the rush hour.,urgent,fire
please respond! There is burning near the church during the rush hour.,urgent,fire
please respond! There is fire near the market during the afternoon.,urgent,fire
immediately! There is blaze near the office during the afternoon.,urgent,fire
ASAP! There is spark near the highway during the night.,urgent,fire
immediately! There is burning near the mall during the weekend.,urgent,fire
urgent! There is burning near the office during the afternoon.,urgent,fire
ASAP! There is flames near the school during the rush hour.,urgent,fire
emergency! There is flames near the factory during the morning.,urgent,fire
emergency! There is burning near the restaurant during the evening.,urgent,fire
help! There is blaze near the school during the afternoon.,urgent,fire
help! There is blaze near the hospital during the weekend.,urgent,fire
emergency! There is flames near the hospital during the holiday.,urgent,fire
emergency! There is burning near the market during the evening.,urgent,fire
urgent! There is spark near the hospital during the rush hour.,urgent,fire
immediately! There is smoke near the gym during the rush hour.,urgent,fire
help! There is blaze near the factory during the evening.,urgent,fire
emergency! There is spark near the restaurant during the holiday.,urgent,fire
please respond! There is burning near the highway during the afternoon.,urgent,fire
emergency! There is fire near the factory during the afternoon.,urgent,fire
immediately! There is fire near the highway during the rush hour.,urgent,fire
ASAP! There is burning near the market during the weekend.,urgent,fire
urgent! There is burning near the hospital during the morning.,urgent,fire
emergency! There is flames near the mall during the rush hour.,urgent,fire
emergency! There is fire near the office during the afternoon.,urgent,fire
please respond! There is spark near the plaza during the holiday.,urgent,fire
ASAP! There is burning near the factory during the holiday.,urgent,fire
immediately! There is smoke near the plaza during the night.,urgent,fire
emergency! There is smoke near the market during the morning.,urgent,fire
emergency! There is smoke near the highway during the afternoon.,urgent,fire
please respond! There is blaze near the plaza during the night.,urgent,fire
urgent! There is burning near the highway during the rush hour.,urgent,fire
emergency! There is fire near the apartment during the night.,urgent,fire
ASAP! There is smoke near the factory during the afternoon.,urgent,fire
emergency! There is burning near the restaurant during the holiday.,urgent,fire
ASAP! There is burning near the plaza during the rush hour.,urgent,fire
ASAP! There is smoke near the plaza during the afternoon.,urgent,fire
please respond! There is spark near the plaza during the rush hour.,urgent,fire
ASAP! There is spark near the gym during the holiday.,urgent,fire
urgent! There is fire near the gym during the weekend.,urgent,fire
please respond! There is fire near the plaza during the rush hour.,urgent,fire
ASAP! There is fire near the office during the afternoon.,urgent,fire
ASAP! There is flames near the mall during the holiday.,urgent,fire
immediately! There is flames near the plaza during the holiday.,urgent,fire
immediately! There is spark near the office during the rush hour.,urgent,fire
immediately! There is smoke near the highway during the rush hour.,urgent,fire
ASAP! There is flames near the highway during the evening.,urgent,fire
ASAP! There is spark near the gym during the rush hour.,urgent,fire
urgent! There is smoke near the mall during the holiday.,urgent,fire
urgent! There is fire near the church during the evening.,urgent,fire
ASAP! There is spark near the apartment during the night.,urgent,fire
please respond! There is spark near the school during the rush hour.,urgent,fire
emergency! There is fire near the market during the evening.,urgent,fire
help! There is burning near the market during the afternoon.,urgent,fire
help! There is fire near the factory during the holiday.,urgent,fire
emergency! There is spark near the restaurant during the afternoon.,urgent,fire
please respond! There is burning near the factory during the afternoon.,urgent,fire
urgent! There is flames near the apartment during the night.,urgent,fire
ASAP! There is spark near the factory during the weekend.,urgent,fire
help! There is spark near the restaurant during the afternoon.,urgent,fire
immediately! There is smoke near the church during the weekend.,urgent,fire
emergency! There is smoke near the apartment during the night.,urgent,fire
immediately! There is smoke near the office during the weekend.,urgent,fire
help! There is blaze near the highway during the weekend.,urgent,fire
help! There is flames near the restaurant during the rush hour.,urgent,fire
ASAP! There is fire near the mall during the rush hour.,urgent,fire
help! There is burning near the office during the night.,urgent,fire
urgent! There is spark near the restaurant during the evening.,urgent,fire
emergency! There is flames near the school during the holiday.,urgent,fire
emergency! There is smoke near the office during the weekend.,urgent,fire
immediately! There is flames near the market during the evening.,urgent,fire
please respond! There is burning near the church during the holiday.,urgent,fire
emergency! There is blaze near the gym during the evening.,urgent,fire
immediately! There is blaze near the plaza during the rush hour.,urgent,fire
help! There is smoke near the church during the afternoon.,urgent,fire
immediately! There is fire near the market during the holiday.,urgent,fire
immediately! There is smoke near the church during the holiday.,urgent,fire
immediately! There is smoke near the restaurant during the rush hour.,urgent,fire
urgent! There is blaze near the factory during the afternoon.,urgent,fire
ASAP! There is flames near the office during the afternoon.,urgent,fire
ASAP! There is flames near the hospital during the morning.,urgent,fire
help! There is smoke near the hospital during the rush hour.,urgent,fire
immediately! There is smoke near the hospital during the holiday.,urgent,fire
please respond! There is burning near the market during the afternoon.,urgent,fire
please respond! There is smoke near the church during the evening.,urgent,fire
please respond! There is spark near the apartment during the weekend.,urgent,fire
urgent! There is smoke near the plaza during the afternoon.,urgent,fire
emergency! There is flames near the office during the holiday.,urgent,fire
immediately! There is spark near the gym during the evening.,urgent,fire
please respond! There is burning near the office during the holiday.,urgent,fire
immediately! There is blaze near the office during the rush hour.,urgent,fire
immediately! There is smoke near the market during the holiday.,urgent,fire
ASAP! There is smoke near the gym during the holiday.,urgent,fire
urgent! There is blaze near the office during the weekend.,urgent,fire
help! There is smoke near the school during the evening.,urgent,fire
immediately! There is spark near the office during the afternoon.,urgent,fire
ASAP! There is burning near the church during the night.,urgent,fire
immediately! There is burning near the school during the afternoon.,urgent,fire
please respond! There is burning near the highway during the evening.,urgent,fire
immediately! There is flames near the factory during the afternoon.,urgent,fire
urgent! There is flames near the office during the weekend.,urgent,fire
immediately! There is flames near the gym during the afternoon.,urgent,fire
immediately! There is spark near the restaurant during the afternoon.,urgent,fire
please respond! There is spark near the office during the night.,urgent,fire
emergency! There is spark near the office during the night.,urgent,fire
help! There is flames near the mall during the afternoon.,urgent,fire
ASAP! There is smoke near the church during the weekend.,urgent,fire
emergency! There is smoke near the highway during the holiday.,urgent,fire
urgent! There is flames near the factory during the weekend.,urgent,fire
urgent! There is fire near the office during the afternoon.,urgent,fire
ASAP! There is blaze near the mall during the rush hour.,urgent,fire
immediately! There is flames near the highway during the afternoon.,urgent,fire
immediately! There is spark near the apartment during the morning.,urgent,fire
help! There is flames near the plaza during the morning.,urgent,fire
ASAP! There is fire near the restaurant during the evening.,urgent,fire
emergency! There is burning near the mall during the rush hour.,urgent,fire
emergency! There is burning near the market during the holiday.,urgent,fire
emergency! There is spark near the hospital during the afternoon.,urgent,fire
immediately! There is burning near the hospital during the holiday.,urgent,fire
please respond! There is blaze near the highway during the rush hour.,urgent,fire
please respond! There is smoke near the highway during the weekend.,urgent,fire
ASAP! There is spark near the mall during the night.,urgent,fire
help! There is smoke near the church during the rush hour.,urgent,fire
help! There is blaze near the restaurant during the rush hour.,urgent,fire
emergency! There is burning near the restaurant during the afternoon.,urgent,fire
ASAP! There is blaze near the restaurant during the weekend.,urgent,fire
emergency! There is flames near the school during the weekend.,urgent,fire
help! There is spark near the apartment during the holiday.,urgent,fire
urgent! There is burning near the hospital during the weekend.,urgent,fire
help! There is blaze near the mall during the rush hour.,urgent,fire
emergency! There is blaze near the office during the evening.,urgent,fire
help! There is blaze near the highway during the night.,urgent,fire
please respond! There is spark near the market during the evening.,urgent,fire
help! There is flames near the restaurant during the afternoon.,urgent,fire
please respond! There is flames near the office during the afternoon.,urgent,fire
help! There is smoke near the factory during the rush hour.,urgent,fire
help! There is blaze near the church during the evening.,urgent,fire
help! There is smoke near the apartment during the night.,urgent,fire
emergency! There is spark near the church during the weekend.,urgent,fire
urgent! There is fire near the church during the weekend.,urgent,fire
help! There is smoke near the church during the morning.,urgent,fire
emergency! There is fire near the office during the evening.,urgent,fire
immediately! There is smoke near the factory during the rush hour.,urgent,fire
help! There is blaze near the church during the weekend.,urgent,fire
ASAP! There is flames near the school during the evening.,urgent,fire
emergency! There is smoke near the mall during the weekend.,urgent,fire
emergency! There is blaze near the plaza during the afternoon.,urgent,fire
ASAP! There is flames near the plaza during the rush hour.,urgent,fire
emergency! There is spark near the hospital during the morning.,urgent,fire
urgent! There is blaze near the office during the afternoon.,urgent,fire
urgent! There is spark near the market during the weekend.,urgent,fire
ASAP! There is flames near the office during the weekend.,urgent,fire
help! There is blaze near the office during the afternoon.,urgent,fire
please respond! There is flames near the highway during the rush hour.,urgent,fire
immediately! There is blaze near the highway during the night.,urgent,fire
please respond! There is smoke near the highway during the afternoon.,urgent,fire
immediately! There is flames near the factory during the rush hour.,urgent,fire
please respond! There is fire near the factory during the holiday.,urgent,fire
help! There is burning near the market during the holiday.,urgent,fire
ASAP! There is blaze near the church during the weekend.,urgent,fire
ASAP! There is spark near the hospital during the evening.,urgent,fire
help! There is spark near the gym during the weekend.,urgent,fire
help! There is smoke near the highway during the evening.,urgent,fire
immediately! There is blaze near the gym during the morning.,urgent,fire
immediately! There is spark near the plaza during the morning.,urgent,fire
help! There is smoke near the restaurant during the afternoon.,urgent,fire
please respond! There is spark near the mall during the holiday.,urgent,fire
immediately! There is blaze near the church during the holiday.,urgent,fire
ASAP! There is fire near the church during the rush hour.,urgent,fire
please respond! There is fire near the market during the night.,urgent,fire
urgent! There is spark near the highway during the rush hour.,urgent,fire
help! There is spark near the highway during the evening.,urgent,fire
emergency! There is flames near the plaza during the night.,urgent,fire
help! There is smoke near the office during the evening.,urgent,fire
immediately! There is flames near the apartment during the morning.,urgent,fire
immediately! There is flames near the school during the holiday.,urgent,fire
please respond! There is burning near the plaza during the afternoon.,urgent,fire
please respond! There is spark near the hospital during the night.,urgent,fire
please respond! There is flames near the apartment during the holiday.,urgent,fire
immediately! There is smoke near the highway during the holiday.,urgent,fire
emergency! There is burning near the office during the evening.,urgent,fire
immediately! There is smoke near the hospital during the afternoon.,urgent,fire
urgent! There is spark near the school during the rush hour.,urgent,fire
ASAP! There is flames near the gym during the evening.,urgent,fire
ASAP! There is burning near the mall during the morning.,urgent,fire
emergency! There is burning near the church during the afternoon.,urgent,fire
help! There is spark near the hospital during the morning.,urgent,fire
emergency! There is fire near the school during the evening.,urgent,fire
immediately! There is fire near the plaza during the evening.,urgent,fire
immediately! There is smoke near the highway during the morning.,urgent,fire
immediately! There is blaze near the plaza during the holiday.,urgent,fire
ASAP! There is burning near the restaurant during the holiday.,urgent,fire
emergency! There is spark near the market during the morning.,urgent,fire
urgent! There is blaze near the gym during the night.,urgent,fire
please respond! There is smoke near the school during the weekend.,urgent,fire
please respond! There is flames near the apartment during the afternoon.,urgent,fire
please respond! There is burning near the apartment during the evening.,urgent,fire
urgent! There is burning near the apartment during the holiday.,urgent,fire
emergency! There is spark near the gym during the evening.,urgent,fire
urgent! There is burning near the market during the afternoon.,urgent,fire
please respond! There is spark near the factory during the afternoon.,urgent,fire
ASAP! There is spark near the church during the night.,urgent,fire
help! There is flames near the hospital during the rush hour.,urgent,fire
ASAP! There is flames near the plaza during the afternoon.,urgent,fire
urgent! There is blaze near the apartment during the night.,urgent,fire
urgent! There is spark near the gym during the holiday.,urgent,fire
help! There is smoke near the hospital during the weekend.,urgent,fire
emergency! There is smoke near the school during the night.,urgent,fire
urgent! There is spark near the hospital during the afternoon.,urgent,fire
help! There is spark near the highway during the holiday.,urgent,fire
immediately! There is blaze near the market during the night.,urgent,fire
help! There is blaze near the restaurant during the morning.,urgent,fire
emergency! There is blaze near the factory during the holiday.,urgent,fire
please respond! There is flames near the gym during the afternoon.,urgent,fire
urgent! There is spark near the school during the afternoon.,urgent,fire
ASAP! There is fire near the apartment during the holiday.,urgent,fire
please respond! There is flames near the hospital during the afternoon.,urgent,fire
immediately! There is flames near the mall during the afternoon.,urgent,fire
ASAP! There is burning near the hospital during the night.,urgent,fire
emergency! There is fire near the school during the night.,urgent,fire
ASAP! There is blaze near the plaza during the night.,urgent,fire
please respond! There is smoke near the restaurant during the morning.,urgent,fire
immediately! There is spark near the factory during the morning.,urgent,fire
please respond! There is blaze near the office during the weekend.,urgent,fire
help! There is blaze near the restaurant during the afternoon.,urgent,fire
please respond! There is smoke near the school during the night.,urgent,fire
ASAP! There is fire near the plaza during the holiday.,urgent,fire
emergency! There is spark near the hospital during the evening.,urgent,fire
immediately! There is blaze near the factory during the weekend.,urgent,fire
immediately! There is blaze near the hospital during the rush hour.,urgent,fire
emergency! There is burning near the hospital during the night.,urgent,fire
please respond! There is flames near the factory during the weekend.,urgent,fire
help! There is blaze near the gym during the holiday.,urgent,fire
ASAP! There is burning near the plaza during the evening.,urgent,fire
immediately! There is fire near the school during the afternoon.,urgent,fire
ASAP! There is fire near the gym during the holiday.,urgent,fire
emergency! There is spark near the church during the rush hour.,urgent,fire
emergency! There is flames near the highway during the weekend.,urgent,fire
emergency! There is spark near the factory during the holiday.,urgent,fire
please respond! There is blaze near the restaurant during the afternoon.,urgent,fire
immediately! There is burning near the apartment during the morning.,urgent,fire
help! There is fire near the apartment during the weekend.,urgent,fire
please respond! There is spark near the gym during the afternoon.,urgent,fire
please respond! There is smoke near the mall during the holiday.,urgent,fire
urgent! There is flames near the hospital during the weekend.,urgent,fire
immediately! There is fire near the gym during the morning.,urgent,fire
emergency! There is blaze near the office during the rush hour.,urgent,fire
ASAP! There is fire near the highway during the rush hour.,urgent,fire
please respond! There is spark near the mall during the night.,urgent,fire
help! There is spark near the mall during the evening.,urgent,fire
urgent! There is spark near the school during the evening.,urgent,fire
help! There is burning near the plaza during the evening.,urgent,fire
immediately! There is blaze near the mall during the morning.,urgent,fire
emergency! There is burning near the hospital during the rush hour.,urgent,fire
immediately! There is burning near the school during the rush hour.,urgent,fire
ASAP! There is smoke near the school during the morning.,urgent,fire
please respond! There is blaze near the plaza during the afternoon.,urgent,fire
ASAP! There is blaze near the mall during the night.,urgent,fire
urgent! There is blaze near the highway during the holiday.,urgent,fire
urgent! There is flames near the highway during the rush hour.,urgent,fire
emergency! There is flames near the restaurant during the evening.,urgent,fire
urgent! There is smoke near the mall during the weekend.,urgent,fire
emergency! There is burning near the factory during the afternoon.,urgent,fire
ASAP! There is fire near the plaza during the afternoon.,urgent,fire
emergency! There is smoke near the office during the afternoon.,urgent,fire
emergency! There is smoke near the factory during the night.,urgent,fire
help! There is fire near the restaurant during the holiday.,urgent,fire
please respond! There is burning near the school during the holiday.,urgent,fire
immediately! There is burning near the hospital during the afternoon.,urgent,fire
ASAP! There is spark near the church during the weekend.,urgent,fire
emergency! There is spark near the mall during the rush hour.,urgent,fire
immediately! There is burning near the highway during the holiday.,urgent,fire
ASAP! There is burning near the apartment during the night.,urgent,fire
please respond! There is fire near the school during the afternoon.,urgent,fire
help! There is blaze near the apartment during the morning.,urgent,fire
please respond! There is blaze near the mall during the night.,urgent,fire
emergency! There is burning near the gym during the holiday.,urgent,fire
immediately! There is blaze near the plaza during the afternoon.,urgent,fire
please respond! There is fire near the school during the morning.,urgent,fire
ASAP! There is smoke near the restaurant during the weekend.,urgent,fire
urgent! There is spark near the office during the weekend.,urgent,fire
help! There is blaze near the plaza during the holiday.,urgent,fire
emergency! There is fire near the mall during the weekend.,urgent,fire
please respond! There is blaze near the restaurant during the rush hour.,urgent,fire
please respond! There is flames near the church during the night.,urgent,fire
ASAP! There is blaze near the gym during the night.,urgent,fire
urgent! There is spark near the hospital during the holiday.,urgent,fire
ASAP! There is burning near the highway during the night.,urgent,fire
emergency! There is burning near the apartment during the evening.,urgent,fire
emergency! There is spark near the apartment during the afternoon.,urgent,fire
immediately! There is flames near the highway during the rush hour.,urgent,fire
help! There is burning near the apartment during the weekend.,urgent,fire
help! There is smoke near the apartment during the afternoon.,urgent,fire
help! There is flames near the factory during the rush hour.,urgent,fire
emergency! There is burning near the gym during the rush hour.,urgent,fire
urgent! There is flames near the highway during the evening.,urgent,fire
emergency! There is flames near the apartment during the rush hour.,urgent,fire
immediately! There is fire near the hospital during the rush hour.,urgent,fire
ASAP! There is fire near the hospital during the afternoon.,urgent,fire
help! There is spark near the office during the afternoon.,urgent,fire
ASAP! There is smoke near the school during the night.,urgent,fire
immediately! There is spark near the factory during the holiday.,urgent,fire
urgent! There is burning near the school during the rush hour.,urgent,fire
please respond! There is smoke near the school during the evening.,urgent,fire
ASAP! There is burning near the factory during the rush hour.,urgent,fire
emergency! There is blaze near the market during the rush hour.,urgent,fire
immediately! There is burning near the restaurant during the afternoon.,urgent,fire
urgent! There is fire near the gym during the holiday.,urgent,fire
urgent! There is burning near the market during the morning.,urgent,fire
ASAP! There is fire near the office during the night.,urgent,fire
please respond! There is smoke near the apartment during the morning.,urgent,fire
help! There is fire near the plaza during the evening.,urgent,fire
emergency! There is spark near the apartment during the morning.,urgent,fire
immediately! There is burning near the school during the evening.,urgent,fire
urgent! There is smoke near the highway during the holiday.,urgent,fire
emergency! There is spark near the factory during the morning.,urgent,fire
urgent! There is smoke near the factory during the rush hour.,urgent,fire
immediately! There is burning near the hospital during the rush hour.,urgent,fire
urgent! There is burning near the church during the afternoon.,urgent,fire
ASAP! There is spark near the restaurant during the weekend.,urgent,fire
immediately! There is blaze near the hospital during the holiday.,urgent,fire
immediately! There is spark near the church during the afternoon.,urgent,fire
help! There is smoke near the factory during the evening.,urgent,fire
please respond! There is flames near the plaza during the afternoon.,urgent,fire
help! There is fire near the church during the holiday.,urgent,fire
emergency! There is spark near the apartment during the weekend.,urgent,fire
urgent! There is spark near the office during the rush hour.,urgent,fire
help! There is burning near the mall during the holiday.,urgent,fire
immediately! There is spark near the restaurant during the rush hour.,urgent,fire
emergency! There is smoke near the factory during the afternoon.,urgent,fire
help! There is smoke near the plaza during the night.,urgent,fire
please respond! There is spark near the church during the rush hour.,urgent,fire
ASAP! There is fire near the restaurant during the holiday.,urgent,fire
immediately! There is burning near the gym during the rush hour.,urgent,fire
please respond! There is smoke near the restaurant during the night.,urgent,fire
urgent! There is flames near the apartment during the weekend.,urgent,fire
help! There is flames near the plaza during the afternoon.,urgent,fire
emergency! There is flames near the hospital during the rush hour.,urgent,fire
urgent! There is flames near the hospital during the rush hour.,urgent,fire
ASAP! There is blaze near the church during the rush hour.,urgent,fire
urgent! There is blaze near the gym during the weekend.,urgent,fire
please respond! There is spark near the mall during the rush hour.,urgent,fire
please respond! There is fire near the mall during the afternoon.,urgent,fire
ASAP! There is burning near the mall during the rush hour.,urgent,fire
please respond! There is blaze near the school during the night.,urgent,fire
please respond! There is smoke near the highway during the night.,urgent,fire
please respond! There is spark near the highway during the holiday.,urgent,fire
please respond! There is fire near the apartment during the evening.,urgent,fire
immediately! There is flames near the highway during the evening.,urgent,fire
emergency! There is blaze near the restaurant during the rush hour.,urgent,fire
urgent! There is smoke near the plaza during the morning.,urgent,fire
immediately! There is fire near the school during the morning.,urgent,fire
please respond! There is flames near the plaza during the night.,urgent,fire
immediately! There is smoke near the gym during the evening.,urgent,fire
please respond! There is blaze near the hospital during the evening.,urgent,fire
emergency! There is blaze near the gym during the holiday.,urgent,fire
help! There is fire near the plaza during the weekend.,urgent,fire
ASAP! There is burning near the plaza during the holiday.,urgent,fire
help! There is fire near the apartment during the holiday.,urgent,fire
emergency! There is flames near the office during the afternoon.,urgent,fire
urgent! There is burning near the restaurant during the weekend.,urgent,fire
help! There is flames near the apartment during the afternoon.,urgent,fire
urgent! There is fire near the factory during the afternoon.,urgent,fire
please respond! There is spark near the market during the morning.,urgent,fire
ASAP! There is smoke near the restaurant during the night.,urgent,fire
please respond! There is blaze near the gym during the evening.,urgent,fire
please respond! There is burning near the plaza during the evening.,urgent,fire
urgent! There is fire near the apartment during the weekend.,urgent,fire
immediately! There is spark near the plaza during the night.,urgent,fire
emergency! There is burning near the market during the afternoon.,urgent,fire
immediately! There is flames near the hospital during the morning.,urgent,fire
urgent! There is smoke near the plaza during the rush hour.,urgent,fire
immediately! There is flames near the hospital during the rush hour.,urgent,fire
help! There is spark near the restaurant during the evening.,urgent,fire
please respond! There is fire near the restaurant during the evening.,urgent,fire
emergency! There is smoke near the apartment during the weekend.,urgent,fire
urgent! There is fire near the school during the night.,urgent,fire
ASAP! There is spark near the market during the weekend.,urgent,fire
urgent! There is flames near the school during the night.,urgent,fire
help! There is blaze near the plaza during the rush hour.,urgent,fire
help! There is spark near the factory during the rush hour.,urgent,fire
emergency! There is smoke near the mall during the afternoon.,urgent,fire
ASAP! There is burning near the school during the holiday.,urgent,fire
urgent! There is burning near the plaza during the rush hour.,urgent,fire
urgent! There is fire near the gym during the evening.,urgent,fire
urgent! There is spark near the plaza during the weekend.,urgent,fire
immediately! There is burning near the apartment during the weekend.,urgent,fire
emergency! There is spark near the church during the evening.,urgent,fire
immediately! There is smoke near the factory during the night.,urgent,fire
ASAP! There is burning near the hospital during the evening.,urgent,fire
emergency! There is flames near the restaurant during the night.,urgent,fire
immediately! There is burning near the gym during the afternoon.,urgent,fire
ASAP! There is blaze near the restaurant during the rush hour.,urgent,fire
help! There is spark near the factory during the night.,urgent,fire
help! There is flames near the apartment during the night.,urgent,fire
emergency! There is smoke near the office during the rush hour.,urgent,fire
urgent! There is burning near the school during the afternoon.,urgent,fire
urgent! There is smoke near the restaurant during the morning.,urgent,fire
help! There is blaze near the highway during the holiday.,urgent,fire
emergency! There is burning near the highway during the rush hour.,urgent,fire
urgent! There is spark near the school during the holiday.,urgent,fire
please respond! There is flames near the gym during the holiday.,urgent,fire
emergency! There is blaze near the plaza during the evening.,urgent,fire
emergency! There is burning near the office during the night.,urgent,fire
emergency! There is burning near the mall during the holiday.,urgent,fire
immediately! There is fire near the gym during the evening.,urgent,fire
immediately! There is smoke near the church during the evening.,urgent,fire
please respond! There is fire near the school during the holiday.,urgent,fire
urgent! There is spark near the church during the weekend.,urgent,fire
urgent! There is smoke near the gym during the evening.,urgent,fire
emergency! There is burning near the factory during the rush hour.,urgent,fire
emergency! There is flames near the plaza during the morning.,urgent,fire
immediately! There is fire near the market during the morning.,urgent,fire
emergency! There is spark near the highway during the night.,urgent,fire
please respond! There is smoke near the office during the night.,urgent,fire
help! There is flames near the highway during the weekend.,urgent,fire
help! There is burning near the restaurant during the night.,urgent,fire
please respond! There is flames near the school during the weekend.,urgent,fire
urgent! There is burning near the gym during the weekend.,urgent,fire
urgent! There is blaze near the mall during the afternoon.,urgent,fire
help! There is burning near the restaurant during the weekend.,urgent,fire
help! There is flames near the plaza during the weekend.,urgent,fire
please respond! There is smoke near the restaurant during the evening.,urgent,fire
ASAP! There is flames near the plaza during the morning.,urgent,fire
immediately! There is smoke near the market during the afternoon.,urgent,fire
immediately! There is smoke near the restaurant during the evening.,urgent,fire
please respond! There is flames near the market during the holiday.,urgent,fire
help! There is blaze near the hospital during the evening.,urgent,fire
please respond! There is smoke near the office during the morning.,urgent,fire
immediately! There is fire near the apartment during the holiday.,urgent,fire
emergency! There is blaze near the apartment during the morning.,urgent,fire
immediately! There is burning near the hospital during the morning.,urgent,fire
emergency! There is fire near the highway during the afternoon.,urgent,fire
emergency! There is fire near the restaurant during the holiday.,urgent,fire
immediately! There is flames near the restaurant during the morning.,urgent,fire
help! There is fire near the gym during the evening.,urgent,fire
please respond! There is burning near the school during the weekend.,urgent,fire
immediately! There is burning near the market during the rush hour.,urgent,fire
please respond! There is spark near the highway during the night.,urgent,fire
urgent! There is smoke near the highway during the weekend.,urgent,fire
please respond! There is burning near the hospital during the weekend.,urgent,fire
immediately! There is blaze near the office during the evening.,urgent,fire
please respond! There is fire near the apartment during the weekend.,urgent,fire
immediately! There is blaze near the factory during the rush hour.,urgent,fire
emergency! There is blaze near the gym during the weekend.,urgent,fire
please respond! There is flames near the church during the weekend.,urgent,fire
please respond! There is blaze near the school during the rush hour.,urgent,fire
ASAP! There is smoke near the plaza during the evening.,urgent,fire
please respond! There is flames near the factory during the rush hour.,urgent,fire
emergency! There is fire near the plaza during the rush hour.,urgent,fire
